dateString,timestamp[ms],rssi[dBm],snr[dB],longitude,latitude,height[m],altitude[m a.s.l.],speed[m/s],depth[m],runID
2025-04-02T15:48:29.488,1743601709488,-109,6,11.8244352817004,46.3788661777578,28.07208,1901.3424,3.88330370912,0.6,1
2025-04-02T15:48:29.693,1743601709693,-106,7.5,11.824441138351,46.378860358098,28.194,1901.6472,4.04969780864,0.6,1
2025-04-02T15:48:29.902,1743601709902,-107,7,11.8244471661198,46.378854006639,28.194,1901.6472,4.27200856544,0.6,1
2025-04-02T15:48:30.112,1743601710112,-106,7.75,11.8244532892302,46.3788471917594,28.194,1901.6472,4.57930877888,0.6,1
2025-04-02T15:48:30.322,1743601710322,-106,7.25,11.8244596039174,46.3788397452796,28.194,1901.6472,4.83736261888,0.6,1
2025-04-02T15:48:30.531,1743601710531,-106,7.5,11.8244657243462,46.3788325086538,28.194,1901.6472,4.97394004448,0.6,1
2025-04-02T15:48:30.741,1743601710741,-106,7.5,11.8244723832559,46.3788242272973,28.28544,1901.6472,5.0606403232,0.6,1
2025-04-02T15:48:30.950,1743601710950,-104,8.75,11.8244791244971,46.3788162807497,28.28544,1901.6472,5.28394663808,0.6,1
2025-04-02T15:48:31.161,1743601711161,-104,9,11.8244860135176,46.3788076387798,28.28544,1901.6472,5.50727664608,0.6,1
2025-04-02T15:48:31.370,1743601711370,-104,9,11.8244930431668,46.3787989108403,28.28544,1901.6472,5.50727664608,0.6,1
2025-04-02T15:48:31.580,1743601711580,-105,8.25,11.8245005831911,46.3787898455569,28.37688,1901.6472,5.50727664608,0.6,1
2025-04-02T15:48:31.789,1743601711789,-104,8.5,11.8245072725902,46.3787816140541,28.37688,1901.6472,5.42034077728,0.6,1
2025-04-02T15:48:31.999,1743601711999,-104,9,11.8245141967678,46.3787731167973,28.37688,1901.6472,5.28394663808,0.6,1
2025-04-02T15:48:32.209,1743601712209,-104,8.75,11.824520899773,46.378764734475,28.37688,1901.6472,5.28394663808,0.6,1
2025-04-02T15:48:32.418,1743601712418,-104,9.5,11.8245313006386,46.3787519476262,28.37688,1901.6472,5.28394663808,0.6,1
2025-04-02T15:48:32.629,1743601712629,-103,9,11.8245381006737,46.378743665559,28.37688,1901.6472,5.19712297632,0.6,1
2025-04-02T15:48:32.838,1743601712838,-103,10,11.824544841021,46.3787354273587,28.37688,1901.6472,5.19712297632,0.6,1
2025-04-02T15:48:33.048,1743601713048,-104,8.75,11.8245515995427,46.3787273018661,28.37688,1901.6472,5.14782340512,0.6,1
2025-04-02T15:48:33.257,1743601713257,-103,9.5,11.8245580941869,46.3787189939172,28.37688,1901.6472,5.23546470304,0.6,1
2025-04-02T15:48:33.467,1743601713467,-103,9.75,11.8245646198172,46.3787107105825,28.37688,1901.6472,5.14782340512,0.6,1
2025-04-02T15:48:33.676,1743601713676,-103,9,11.82457124933,46.378702755402,28.37688,1901.6472,5.14782340512,0.6,1
2025-04-02T15:48:33.886,1743601713886,-103,9,11.824581161471,46.3786907267612,28.4988,1901.952,5.11078122368,0.6,1
2025-04-02T15:48:34.095,1743601714095,-104,9,11.8245880316218,46.3786827518997,28.4988,1901.952,5.19712297632,0.6,1
2025-04-02T15:48:34.305,1743601714305,-105,8.75,11.8245948940261,46.3786746823842,28.4988,1901.952,5.11078122368,0.6,1
