time,sim_t,x,y,z,vx,vy,vz,yaw_deg
2026-04-13T20:07:38.845469,1776121631.2925048,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:38.945493,1776121631.391507,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.054013,1776121631.4995093,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.162542,1776121631.6075115,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.271060,1776121631.715514,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.379581,1776121631.8235161,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.488120,1776121631.9315186,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.596639,1776121632.0395207,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.705166,1776121632.1475232,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.813861,1776121632.2555254,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:39.922378,1776121632.3635278,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:40.030419,1776121632.47153,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:40.138938,1776121632.5795324,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:40.247462,1776121632.6875346,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:40.355984,1776121632.795537,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:40.464498,1776121632.9035392,0.0,0.0,2.819875478744507,0.0,0.0,0.0,4.4079723524229495
2026-04-13T20:07:40.573534,1776121633.0115416,0.0,0.0,2.798558235168457,0.0,0.0,-0.3682318925857544,4.4079723524229495
2026-04-13T20:07:40.682052,1776121633.1195438,0.0,0.0,2.7539775371551514,0.0,0.0,-0.4360660910606384,4.4079723524229495
2026-04-13T20:07:40.790237,1776121633.2275462,0.0,0.0,2.7060792446136475,0.0,0.0,-0.44855204224586487,4.4079723524229495
2026-04-13T20:07:40.898758,1776121633.3355484,0.0,0.0,2.657292366027832,0.0,0.0,-0.4545459747314453,4.4079723524229495
2026-04-13T20:07:41.007314,1776121633.4435508,0.0,0.0,2.607935667037964,0.0,0.0,-0.45932820439338684,4.4079723524229495
2026-04-13T20:07:41.116850,1776121633.551553,0.0,0.0,2.558096408843994,0.0,0.0,-0.46351951360702515,4.4079723524229495
2026-04-13T20:07:41.224883,1776121633.6595554,0.0,0.0,2.5078306198120117,0.0,0.0,-0.467237651348114,4.4079723524229495
2026-04-13T20:07:41.333397,1776121633.7675576,0.0,0.0,2.457185983657837,0.0,0.0,-0.4705408215522766,4.4079723524229495
