dateString,timestamp[ms],rssi[dBm],snr[dB],longitude,latitude,height[m],altitude[m a.s.l.],speed[m/s],depth[m],runID
2025-04-02T15:17:39.173,1743599859173,-101,9.25,11.8247673615657,46.3789638595609,32.88792,1906.2192,1.72046786208,0.6,1
2025-04-02T15:17:39.382,1743599859382,-113,0.5,11.8247711835688,46.3789617482871,32.97936,1906.524,1.86011019392,0.6,1
2025-04-02T15:17:39.592,1743599859592,-109,3.25,11.8247752604118,46.37895931417,32.97936,1906.524,2.0000033152,0.6,1
2025-04-02T15:17:39.802,1743599859802,-108,5.5,11.824779990245,46.3789569828783,33.0708,1906.524,2.22036363648,0.6,1
2025-04-02T15:17:40.011,1743599860011,-107,6,11.8247879775799,46.3789526068921,33.0708,1906.524,2.62488521504,0.6,1
2025-04-02T15:17:40.222,1743599860222,-108,6,11.82479368228,46.3789490366398,33.0708,1906.524,2.90000480704,0.6,1
2025-04-02T15:17:40.431,1743599860431,-108,5.25,11.8247988194001,46.3789451687427,33.0708,1906.524,3.04138612448,0.6,1
2025-04-02T15:17:40.641,1743599860641,-108,4.75,11.8248043334172,46.3789406480983,33.0708,1906.524,3.18904880096,0.6,1
2025-04-02T15:17:40.850,1743599860850,-108,5.5,11.8248098563725,46.3789360058478,33.0708,1906.524,3.42053192448,0.6,1
2025-04-02T15:17:41.060,1743599861060,-109,4.25,11.8248153963105,46.378930812098,33.0708,1906.524,3.56090427264,0.6,1
2025-04-02T15:17:41.269,1743599861269,-109,3,11.8248211234556,46.3789253850685,33.0708,1906.524,3.72022083488,0.6,1
2025-04-02T15:17:41.479,1743599861479,-110,2.25,11.8248270264859,46.3789194797462,33.0708,1906.524,3.9408185344,0.6,1
2025-04-02T15:17:41.689,1743599861689,-109,3.5,11.8248329953615,46.3789134195343,33.0708,1906.524,4.10488176736,0.6,1
2025-04-02T15:17:41.906,1743599861906,-110,5.5,11.8248391809403,46.3789069123155,33.0708,1906.524,4.24382582272,0.6,1
2025-04-02T15:17:42.116,1743599862116,-111,3.5,11.8248485533094,46.3788966374595,33.19272,1906.524,4.54863334112,0.6,1
2025-04-02T15:17:42.321,1743599862321,-111,0.75,11.8248550657309,46.378889313328,33.19272,1906.524,4.71699799296,0.6,1
2025-04-02T15:17:42.529,1743599862529,-111,1,11.8248616147993,46.3788818805954,33.19272,1906.524,4.8877476032,0.6,1
2025-04-02T15:17:43.156,1743599863156,-112.5,-0.5,11.8248810894959,46.3788577515735,33.28416,1906.8288,5.23546470304,0.6,1
