dateString,timestamp[ms],rssi[dBm],snr[dB],longitude,latitude,height[m],altitude[m a.s.l.],speed[m/s],depth[m],runID
2025-02-19T15:24:06.412,1739975046412,-100,10.75,11.8261642698443,46.378691890041,20.97024,1894.0272,0,0.4,1
2025-02-19T15:24:06.625,1739975046625,-100,10.5,11.8261647687697,46.3786918304668,20.97024,1894.0272,0.223606169988889,0.4,1
2025-02-19T15:24:06.838,1739975046838,-100,11.25,11.8261656867228,46.3786916722647,20.97024,1894.0272,0.360554745444444,0.4,1
2025-02-19T15:24:07.048,1739975047048,-100,10.5,11.8261672024675,46.3786911839385,21.09216,1894.0272,0.583094280644444,0.4,1
2025-02-19T15:24:07.262,1739975047262,-100,11.25,11.8261698429477,46.3786901173083,21.09216,1894.0272,0.806224801255556,0.4,1
2025-02-19T15:24:07.475,1739975047475,-100,11.25,11.8261719570984,46.3786893800144,21.09216,1894.0272,0.943396896155555,0.4,1
2025-02-19T15:24:07.686,1739975047686,-102,11,11.8261745236894,46.3786884750291,21.09216,1894.0272,1.02956185383333,0.4,1
2025-02-19T15:24:07.897,1739975047897,-102,11,11.8261771587943,46.3786873689683,21.09216,1894.0272,1.16618900832778,0.4,1
2025-02-19T15:24:08.110,1739975048110,-102,11,11.8261804173694,46.3786862275878,21.09216,1894.0272,1.25299501977222,0.4,1
2025-02-19T15:24:08.322,1739975048322,-102,11,11.8261834464066,46.3786852790953,21.09216,1894.0272,1.34163925512778,0.4,1
2025-02-19T15:24:08.536,1739975048536,-102,11.25,11.8261869671378,46.3786840278676,21.09216,1894.0272,1.4764809363,0.4,1
2025-02-19T15:24:08.748,1739975048748,-101,11.25,11.8261926965348,46.378682028178,21.09216,1894.0272,1.56524587215556,0.4,1
2025-02-19T15:24:08.960,1739975048960,-101,11.25,11.8261967379036,46.3786808029519,21.09216,1894.0272,1.69999859258889,0.4,1
2025-02-19T15:24:09.171,1739975049171,-100,11.25,11.8262010659899,46.3786792233985,21.09216,1894.0272,1.83575402125,0.4,1
2025-02-19T15:24:09.383,1739975049383,-100,11,11.8262058440896,46.3786775113878,21.09216,1894.0272,2.01245910621111,0.4,1
2025-02-19T15:24:09.595,1739975049595,-100,10.5,11.8262108371716,46.3786757083716,21.09216,1894.0272,2.14708889095,0.4,1
2025-02-19T15:24:09.809,1739975049809,-99,8.75,11.8262164626001,46.378673681233,21.09216,1894.0272,2.37065169816667,0.4,1
2025-02-19T15:24:10.020,1739975050020,-100,9.5,11.826222174338,46.3786716101675,21.09216,1894.0272,2.50599048658333,0.4,1
2025-02-19T15:24:10.234,1739975050234,-100,10.75,11.8262316315996,46.3786681760401,21.09216,1894.0272,2.72946612121667,0.4,1
2025-02-19T15:24:10.445,1739975050445,-100,10.5,11.8262384571547,46.3786657579871,21.09216,1894.0272,2.86530738134444,0.4,1
2025-02-19T15:24:10.656,1739975050656,-99,10.25,11.8262452939478,46.3786632438926,21.09216,1894.0272,2.9529618726,0.4,1
2025-02-19T15:24:10.871,1739975050871,-100,10.75,11.826252491889,46.3786604825948,21.09216,1894.0272,3.08868645557778,0.4,1
2025-02-19T15:24:11.081,1739975051081,-101,9.75,11.8262597977217,46.3786575188597,21.09216,1894.0272,3.2249000991,0.4,1
2025-02-19T15:24:11.295,1739975051295,-100,11,11.8262676362183,46.378654681484,21.09216,1894.0272,3.31209592845556,0.4,1
2025-02-19T15:24:11.506,1739975051506,-100,10.25,11.82627543601,46.3786519293758,21.09216,1894.0272,3.44818484812778,0.4,1
2025-02-19T15:24:11.720,1739975051720,-101,10.5,11.8262834836088,46.3786489244373,21.09216,1894.0272,3.53553088255,0.4,1
2025-02-19T15:24:11.931,1739975051931,-101,10,11.8262961455267,46.3786442786499,21.09216,1894.0272,3.62353093486667,0.4,1
2025-02-19T15:24:12.143,1739975052143,-101,11.75,11.8263048566582,46.378641227515,21.09216,1894.0272,3.66742076593889,0.4,1
2025-02-19T15:24:12.357,1739975052357,-102,11,11.8263141164228,46.3786385064186,21.09216,1894.0272,3.80788306706111,0.4,1
2025-02-19T15:24:12.569,1739975052569,-102,11.25,11.8263237950381,46.3786356692315,21.09216,1894.0272,3.89999677123333,0.4,1
2025-02-19T15:24:12.781,1739975052781,-102,11,11.8263330683371,46.3786331304031,21.1836,1894.332,3.99248956438333,0.4,1
2025-02-19T15:24:12.992,1739975052992,-101,10.75,11.8263431962147,46.378630228486,21.1836,1894.332,3.99248956438333,0.4,1
2025-02-19T15:24:13.205,1739975053205,-100,10.75,11.8263527622708,46.3786276930491,21.1836,1894.332,4.04968774317778,0.4,1
2025-02-19T15:24:13.416,1739975053416,-101,11.25,11.826363012521,46.3786251109961,21.1836,1894.332,4.04968774317778,0.4,1
2025-02-19T15:24:13.630,1739975053630,-100,10,11.8263730956206,46.3786224883562,21.09216,1894.0272,4.14366604655556,0.4,1
2025-02-19T15:24:13.841,1739975053841,-101,10.25,11.8263835242748,46.3786198334627,21.1836,1894.332,4.17851272794444,0.4,1
2025-02-19T15:24:14.053,1739975054053,-101,10.25,11.8263941204456,46.3786169189473,21.09216,1894.0272,4.27199794742778,0.4,1
2025-02-19T15:24:14.265,1739975054265,-102,10.5,11.826410168023,46.3786128754871,21.09216,1894.0272,4.40113228310556,0.4,1
2025-02-19T15:24:14.479,1739975054479,-101,10,11.8264209794802,46.3786101551615,21.09216,1894.0272,4.36577195403333,0.4,1
