dateString,timestamp[ms],rssi[dBm],snr[dB],longitude,latitude,height[m],altitude[m a.s.l.],speed[m/s],depth[m],runID
2025-02-20T15:16:24.449,1740060984449,-99,10,11.8260635403118,46.3789754605968,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:24.661,1740060984661,-100,10.25,11.8260635220133,46.3789755691594,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:24.872,1740060984872,-98,10,11.8260634883212,46.3789756570646,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:25.086,1740060985086,-99,10.5,11.8260633095572,46.3789755960174,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:25.300,1740060985300,-99,10,11.8260633560856,46.3789757231477,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:25.512,1740060985512,-100,10.25,11.826063348066,46.3789757521297,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:25.723,1740060985723,-100,10,11.8260632381758,46.3789758324296,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:25.937,1740060985937,-101,9.5,11.8260632976397,46.3789757097186,21.57984,1894.6368,0,0.4,1
2025-02-20T15:16:26.149,1740060986149,-101,9.5,11.826063258411,46.3789756749127,21.67128,1894.9416,0.0999999172111111,0.4,1
2025-02-20T15:16:26.361,1740060986361,-101,8.75,11.8260636018118,46.3789752479933,21.67128,1894.9416,0.199999834422222,0.4,1
2025-02-20T15:16:26.574,1740060986574,-100,10.5,11.8260639098819,46.3789746623239,21.67128,1894.9416,0.3162272633,0.4,1
2025-02-20T15:16:26.786,1740060986786,-99,10.25,11.8260644664587,46.3789735834809,21.67128,1894.9416,0.412309778727778,0.4,1
2025-02-20T15:16:26.997,1740060986997,-99,10,11.8260648359539,46.378972811073,21.67128,1894.9416,0.412309778727778,0.4,1
2025-02-20T15:16:27.210,1740060987210,-99,9.5,11.8260651250302,46.3789719673062,21.67128,1894.9416,0.412309778727778,0.4,1
2025-02-20T15:16:27.422,1740060987422,-100,9.75,11.8260655570433,46.3789710153879,21.67128,1894.9416,0.509901497444444,0.4,1
2025-02-20T15:16:27.635,1740060987635,-99,10.5,11.8260660529644,46.3789700033817,21.67128,1894.9416,0.509901497444444,0.4,1
2025-02-20T15:16:27.847,1740060987847,-99,9.75,11.8260666682602,46.3789689673951,21.67128,1894.9416,0.608275534216667,0.4,1
2025-02-20T15:16:28.058,1740060988058,-100,9.75,11.8260672737489,46.3789678082864,21.67128,1894.9416,0.632454973638889,0.4,1
2025-02-20T15:16:28.270,1740060988270,-101,9.25,11.8260678965677,46.3789664435973,21.67128,1894.9416,0.728009983177778,0.4,1
